,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.label_1,properties.score_1,properties.id_1,properties.type_1,properties.x_1,properties.y_1,properties.importance_1,properties.name_1,properties.postcode_1,properties.citycode_1,properties.city_1,properties.district_1,properties.context_1,properties.housenumber_1,properties.street_1
405,417,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"chapusot & tardiveau, emel",,,,,,"dépôt de châles, tissus bordures de soie, nouveautés de lyon, nimes et paris, pl des victoires 6, hôtel ternaux et rue des fosssés montmartre 2",,,rue,des,fossés montmartre,2,,Mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34168906292889,48.86593095483521,2  rue des fossés montmartre,Feature,Point,2.356127,48.839405,2 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00002,housenumber,652741.54,6860121.0,0.52909,2 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",2,Rue des Fossés Saint-marcel
406,418,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,michel,,,,,,seul dépôt avoué pour le détail des fab ternaux,,,rue,des,fossés montmartre,3,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34174230876425,48.8660594698419,3  rue des fossés montmartre,Feature,Point,2.356366,48.839447,3 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00003,housenumber,652759.17,6860125.56,0.52909,3 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",3,Rue des Fossés Saint-marcel
407,419,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,eggly roux & co,,,,,,fab châles façonnés et ch d'été de toute espèce,,,rue,des,fossés montmartre,4,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34202378462237,48.8660413496564,4  rue des fossés montmartre,Feature,Point,2.356083,48.839255,4 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00004,housenumber,652738.23,6860104.3,0.52909,4 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",4,Rue des Fossés Saint-marcel
408,420,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"niquet, félix",,,,,,fab cachemires et nouveautés,,,rue,des,fossés montmartre,4,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34202355108114,48.8660411929904,4  rue des fossés montmartre,Feature,Point,2.356083,48.839255,4 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00004,housenumber,652738.23,6860104.3,0.52909,4 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",4,Rue des Fossés Saint-marcel
409,421,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,pin & co,,,,,,"dépôt de châles ternaux, lagorce et toutes fab françaises, mérinos et cachemires à l'aune, draps et casimirs ternaux, confection d'habits",,,rue,des,fossés montmartre,4,,mail,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34202354911869,48.866041348361705,4  rue des fossés montmartre,Feature,Point,2.356083,48.839255,4 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00004,housenumber,652738.23,6860104.3,0.52909,4 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",4,Rue des Fossés Saint-marcel
410,422,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"bernard, jules & co",,,,,,"successeur de lhabitant, c , fab tissus cachemire, mérinos et nouveautés en laine",,,rue,des,fossés montmartre,6,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34242735496757,48.866205207640704,6  rue des fossés montmartre,Feature,Point,2.356049,48.839135,6 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00006,housenumber,652735.59,6860090.99,0.52909,6 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",6,Rue des Fossés Saint-marcel
411,423,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,arnould,,,,,,successeur de laisney ; fab châles cachemire et tissus,,,rue,des,fossés montmartre,7,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34210792820729,48.866195979920995,7  rue des fossés montmartre,Feature,Point,2.356301,48.839218,7 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00007,housenumber,652754.13,6860100.11,0.52909,7 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",7,Rue des Fossés Saint-marcel
412,424,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,chambellan & duché aîné,,,,,,fab châles cachemire,,,rue,des,fossés montmartre,8,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34284419163796,48.8663620068521,8  rue des fossés montmartre,Feature,Point,2.35602,48.839035,8 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00008,housenumber,652733.4,6860079.88,0.52909,8 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",8,Rue des Fossés Saint-marcel
413,425,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"laborde, jj & co",,,,,,"châles, demi-escot, mérinos et casimir imprimés et autres nouveautés",,,rue,des,fossés montmartre,8,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34284430963554,48.866361988077294,8  rue des fossés montmartre,Feature,Point,2.35602,48.839035,8 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00008,housenumber,652733.4,6860079.88,0.52909,8 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",8,Rue des Fossés Saint-marcel
414,426,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"lacarrière, h",,,,,,"fab tissus cachemire, alépines, cachemiriennes, mérinos et indoux",,,rue,des,fossés montmartre,8,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34284427970739,48.866362026758395,8  rue des fossés montmartre,Feature,Point,2.35602,48.839035,8 Rue des Fossés Saint-marcel 75005 Paris,0.5828584491978609,75105_3751_00008,housenumber,652733.4,6860079.88,0.52909,8 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",8,Rue des Fossés Saint-marcel
415,427,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,coudère frères,,,,,,"dépôt de châles indous et thibet,bordures et nouveautés de lyon et de nîmes ; maison à lyon",,,rue,des,fossés montmartre,12,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34313860791632,48.8664672438033,12  rue des fossés montmartre,Feature,Point,2.355938,48.838748,12 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00012,housenumber,652727.1,6860048.07,0.52909,12 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",12,Rue des Fossés Saint-marcel
416,428,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,devailly père & fils,,,,,,fab,,,rue,des,fossés montmartre,12,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34313860791632,48.8664672438033,12  rue des fossés montmartre,Feature,Point,2.355938,48.838748,12 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00012,housenumber,652727.1,6860048.07,0.52909,12 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",12,Rue des Fossés Saint-marcel
417,429,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,wulveryck & couturié,,,,,,"dépôt de châles, bordures de lyon et art de nismes",,,rue,des,fossés montmartre,13,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3426229869098796,48.8663795884766,13  rue des fossés montmartre,Feature,Point,2.35619,48.838833,13 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00013,housenumber,652745.65,6860057.4,0.52909,13 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",13,Rue des Fossés Saint-marcel
418,430,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,sangouard,,,,,,"f banios, arabes, mousseline-laine, articles pour manteaux et autres nouveautés et nouv",,,rue,des,fossés montmartre,14,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34331772383077,48.866534699917096,14  rue des fossés montmartre,Feature,Point,2.355872,48.838517,14 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00014,housenumber,652722.02,6860022.41,0.52909,14 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",14,Rue des Fossés Saint-marcel
419,431,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,fouquet aîné,,,,,,f cachemires,,,rue,des,fossés montmartre,15,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3427683678283997,48.8664367094473,15  rue des fossés montmartre,Feature,Point,2.356172,48.838772,15 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00015,housenumber,652744.28,6860050.53,0.52909,15 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",15,Rue des Fossés Saint-marcel
420,432,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,deneirouse & co,,,,,,sucess de lagorce aîné & co ; fab châles et étoffes en cachemire,,,rue,des,fossés montmartre,16,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34352960958827,48.8666091010456,16  rue des fossés montmartre,Feature,Point,2.355813,48.838314,16 Rue des Fossés Saint-marcel 75005 Paris,0.5935536363636362,75105_3751_00016,housenumber,652717.55,6859999.83,0.52909,16 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",16,Rue des Fossés Saint-marcel
421,433,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"tiret, félix & co",,,,,,châles laines thibet et nouveautés,,,rue,des,fossés montmartre,19,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34303845240284,48.866531581520604,19  rue des fossés montmartre,Feature,Point,2.345102,48.864592,19 Rue Montmartre 75001 Paris,0.5809505387205386,75101_6513_00019,housenumber,651955.62,6862928.22,0.46453,19 Rue Montmartre,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",19,Rue Montmartre
422,434,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"bellet, c",,,,,,châles mérinos en tout genre et nouv,,,rue,des,fossés montmartre,24,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3439710785336296,48.866772643689,24  rue des fossés montmartre,Feature,Point,2.345593,48.864153,24 Rue Montmartre 75001 Paris,0.5809505387205386,75101_6513_00024,housenumber,651991.23,6862879.13,0.46453,24 Rue Montmartre,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",24,Rue Montmartre
423,435,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,boucly & brunet,,,,,,fab châles de laine brochés façon cachemire,,,rue,des,fossés montmartre,24,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34397129027691,48.8667728332071,24  rue des fossés montmartre,Feature,Point,2.345593,48.864153,24 Rue Montmartre 75001 Paris,0.5809505387205386,75101_6513_00024,housenumber,651991.23,6862879.13,0.46453,24 Rue Montmartre,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",24,Rue Montmartre
424,436,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,ponsin & aubrée,,,,,,"châles, soieries et nouveautés",,,rue,des,fossés montmartre,27,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34369917831183,48.8667737513116,27  rue des fossés montmartre,Feature,Point,2.356399,48.839562,Rue des Fossés Saint-marcel 75005 Paris,0.5156315584415584,75105_3751,street,652761.7,6860138.26,0.52909,Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",,
425,437,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"joos, mad",,,,,,mde,,,rue,des,frondeurs,2,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33418624315038,48.863949326268205,2  rue des frondeurs,Feature,Point,2.399653,48.861041,2 Rue des Rondeaux 75020 Paris,0.5907282644628099,75120_8345_00002,housenumber,655954.48,6862501.56,0.58892,2 Rue des Rondeaux,75020,75120,Paris,Paris 20e Arrondissement,"75, Paris, Île-de-France",2,Rue des Rondeaux
426,438,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,charaudeau,,,,,,fab,,,rue,,hauteville,5,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34988177053779,48.8718584899859,5  rue  hauteville,Feature,Point,2.349771,48.871427,5 Rue d'Hauteville 75010 Paris,0.8522454010695186,75110_4497_00005,housenumber,652304.4,6863685.37,0.55117,5 Rue d'Hauteville,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",5,Rue d'Hauteville
427,439,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"leconte, a & co",,,,,,"fab châles de laine façon cachemire, cachemires français, barèges et nouveautés, tissus divers pour l'exportation",,,rue,,hauteville,6,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3499484797140098,48.8715036008649,6  rue  hauteville,Feature,Point,2.349879,48.870968,6 Rue d'Hauteville 75010 Paris,0.8522454010695186,75110_4497_00006,housenumber,652311.86,6863634.24,0.55117,6 Rue d'Hauteville,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",6,Rue d'Hauteville
428,440,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"guilhery, césar",,,,,,"tissus mérinos en gros, châles imprimés et bordures bourre de soie",,,rue,de,la vrillière,2,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3404764366214197,48.8652857797946,2  rue de la vrillière,Feature,Point,2.340561,48.865248,2 Rue la Vrillière 75001 Paris,0.8149572727272726,75101_5417_00002,housenumber,651623.12,6863003.96,0.46453,2 Rue la Vrillière,75001,75101,Paris,Paris 1er Arrondissement,"75, Paris, Île-de-France",2,Rue la Vrillière
429,441,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"lebrun, e",,,,,,fab à fonsomme,,,rue,de,l'échiquier,33,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3490360411379503,48.871764888368396,33  rue de l'échiquier,Feature,Point,2.350047,48.871536,33 Rue de l'Echiquier 75010 Paris,0.9591972727272727,75110_3084_00033,housenumber,652324.75,6863697.37,0.55117,33 Rue de l'Echiquier,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",33,Rue de l'Echiquier
430,442,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"lupin, b & co",,,,,,"fab châles cachemire, indous, laine et soie en tout genre, thibet, châlis, gazes de soie, barèges, batistes et nouveautés imprimées ; fab dans l'aisne",,,rue,,lepelletier,2,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3383527518046603,48.8721721259247,2  rue  lepelletier,Feature,Point,2.360275,48.89033,2 Rue de la Chapelle 75018 Paris,0.41716181818181813,75118_1769_00002,housenumber,653091.86,6865780.98,0.58878,2 Rue de la Chapelle,75018,75118,Paris,Paris 18e Arrondissement,"75, Paris, Île-de-France",2,Rue de la Chapelle
431,443,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,bruni,,,,,,fab châles en cachemire et nouveautés,,,rue,de,lourcine,120,bis,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3434673194099704,48.833904010028704,120 bis rue de lourcine,Feature,Point,2.338778,48.830472,Villa de Lourcine 75014 Paris,0.4331543988269795,75114_5817,street,651459.92,6859138.25,0.57115,Villa de Lourcine,75014,75114,Paris,Paris 14e Arrondissement,"75, Paris, Île-de-France",,
432,444,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"mancille & courtois, ch",,,,,,"dépôt de châles, tissus et bordures bourre de soie, de lyon, nimes et paris ; maison à lyon et à londres",,,rue,du,mail,1,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3412368442166804,48.8663531177505,1  rue du mail,Feature,Point,2.341409,48.866407,1 Rue du Mail 75002 Paris,0.9523227272727272,75102_5913_00001,housenumber,651686.36,6863132.28,0.47555,1 Rue du Mail,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",1,Rue du Mail
433,445,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"angrémy, f & co",,,,,,"fab châles imprimés sur escot, mérinos, napolitaine, casimirs, longues franges et toutes les étoffes nouvelles",,,rue,du,mail,5,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3414767878598597,48.866448027360704,5  rue du mail,Feature,Point,2.341655,48.866505,5 Rue du Mail 75002 Paris,0.9523227272727272,75102_5913_00005,housenumber,651704.47,6863143.02,0.47555,5 Rue du Mail,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",5,Rue du Mail
434,446,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,dachés frères & vaugelade,,,,,,de toute espèce et nouveautés,,,rue,du,mail,11,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3419209853452,48.866617724603,11  rue du mail,Feature,Point,2.342028,48.866651,11 Rue du Mail 75002 Paris,0.9523227272727272,75102_5913_00011,housenumber,651731.98,6863158.98,0.47555,11 Rue du Mail,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",11,Rue du Mail
435,447,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"berger & vermale, jules",,,,,,"bordures, foulards et nouveautés de lyon et nismes ; fab à lyon",,,rue,du,mail,19,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3425740217201,48.8668834885437,19  rue du mail,Feature,Point,2.342677,48.86688,19 Rue du Mail 75002 Paris,0.9523227272727272,75102_5913_00019,housenumber,651779.85,6863184.05,0.47555,19 Rue du Mail,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",19,Rue du Mail
436,448,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"raveneau, hte",,,,,,"fab et étoffes nouvelles, châles brochés et imprimés, écharpes, manteaux, nouveautés, etc",,,rue,du,mail,19,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3425732824472596,48.866883838756706,19  rue du mail,Feature,Point,2.342677,48.86688,19 Rue du Mail 75002 Paris,0.9523227272727272,75102_5913_00019,housenumber,651779.85,6863184.05,0.47555,19 Rue du Mail,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",19,Rue du Mail
437,449,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"hébert,frédéric & co",,,,,,"fab, cachemire",,,rue,du,mail,29,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34318604348293,48.867116440158206,29  rue du mail,Feature,Point,2.343429,48.867198,29 Rue du Mail 75002 Paris,0.9523227272727272,75102_5913_00029,housenumber,651835.27,6863219.0,0.47555,29 Rue du Mail,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",29,Rue du Mail
438,450,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,frilay mirey & co,,,,,,"châles, fichus, barèges, foulards de toutes fabriques de l'inde et anglais, cravattes noires, étoffes de soie",,,rue,des,mauvaises paroles,19,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34528154686709,48.8596208774162,19  rue des mauvaises paroles,,,,,,,,,,,,,,,,,,,
439,451,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"rousseau, caroline",,,,,,,,,boulevard,,montmartre,12,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34157992178871,48.8719206499281,12  boulevard  montmartre,Feature,Point,2.341812,48.871865,12 Boulevard Montmartre 75009 Paris,0.9572290909090907,75109_6510_00012,housenumber,651721.01,6863738.95,0.52952,12 Boulevard Montmartre,75009,75109,Paris,Paris 9e Arrondissement,"75, Paris, Île-de-France",12,Boulevard Montmartre
440,452,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,gravier,,,,,,et nouveautés,,,rue,,montmartre,58,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34486479659491,48.865225305581895,58  rue  montmartre,Feature,Point,2.344938,48.86548,58 Rue Montmartre 75002 Paris,0.9523227272727272,75102_6513_00058,housenumber,651944.39,6863027.06,0.47555,58 Rue Montmartre,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",58,Rue Montmartre
441,453,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,halinbourg aîné,,,,,,et à lyon,,,rue,,montmartre,76,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3446086541405,48.86591819478971,76  rue  montmartre,Feature,Point,2.344866,48.86506,Rue Montmartre 75002 Paris,0.7818681818181817,75102_6513,street,651938.75,6862980.41,0.47555,Rue Montmartre,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
442,454,chales (fabricans et march de),1835,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et progressivement amélioré par S. Bottin, XXXVIIIe année, année 1835.",A1835,,,"paroissien, pre & second, auguste",,,,,,"fab châles cachemire et laine, gazes, tissus, nouveautés, voiles, écharpes, fichus, etc",,,rue,,montmartre,124,,,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3437731863824203,48.86790952064901,124  rue  montmartre,Feature,Point,2.344866,48.86506,Rue Montmartre 75002 Paris,0.7384189839572192,75102_6513,street,651938.75,6862980.41,0.47555,Rue Montmartre,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
